application_id,applicant_country,destination_country,application_type,visa_category,submission_date,decision_date,season,priority_processing,biometrics_completed,countries_visited,schengen_visits,us_visits,uk_visits,overstay_history,previous_rejections,applicant_age,gender,employment_status,marital_status,document_completeness,supporting_docs_provided,interview_required,financial_docs_provided,sponsorship_letter,processing_office,application_status,rejection_reason
APP002066,Dominican Republic,Germany,In-Person,Business,19-09-2023,03-11-2023,Fall,No,Yes,0,0,0,0,No,1,33,M,Student,Married,No,Yes,Yes,Yes,No,Office A - Metro,Rejected,Incomplete Documentation
APP002067,China,Germany,Online,Business,31-08-2023,27-09-2023,Summer,Yes,Yes,11,2,0,0,No,0,44,F,Retired,Single,Yes,Yes,Yes,No,No,Office A - Metro,Approved,
APP002068,Nigeria,France,Online,Business,10-06-2024,11-07-2024,Summer,No,Yes,5,2,0,1,No,2,29,F,Self-Employed,Widowed,Yes,Yes,Yes,Yes,No,Office C - Small Town,Rejected,Previous Visa Rejections
APP002069,Indonesia,Spain,In-Person,Business,02-04-2023,25-04-2023,Spring,No,Yes,6,2,2,4,No,0,18,M,Self-Employed,Single,Yes,No,No,No,Yes,Office C - Small Town,Rejected,Insufficient Financial Proof
APP002070,Myanmar,Lithuania,Mail,Work,27-10-2024,14-01-2025,Fall,No,Yes,17,4,9,2,No,0,62,M,Employed,Married,Yes,Yes,Yes,Yes,No,Office C - Small Town,Approved,
APP002071,Thailand,Slovakia,Online,Tourist,30-07-2023,12-09-2023,Summer,No,Yes,19,7,1,2,No,0,48,M,Student,Single,Yes,Yes,No,No,No,Office D - Capital,Approved,
APP002072,India,Italy,In-Person,Tourist,11-03-2024,13-04-2024,Spring,No,Yes,0,0,0,0,No,0,47,F,Student,Married,Yes,Yes,No,No,No,Office C - Small Town,Rejected,Insufficient Financial Proof
APP002073,Morocco,USA,In-Person,Tourist,12-08-2023,06-11-2023,Summer,No,No,6,1,2,0,No,0,61,F,Unemployed,Single,No,Yes,Yes,Yes,No,Office C - Small Town,Rejected,Incomplete Documentation
APP002074,Peru,Italy,Online,Business,04-02-2023,01-03-2023,Winter,No,Yes,14,4,1,2,No,0,71,M,Employed,Married,Yes,Yes,No,Yes,No,Office D - Capital,Approved,
APP002075,Russia,Estonia,Online,Student,03-07-2023,19-08-2023,Summer,No,Yes,8,5,0,0,No,0,19,F,Employed,Single,Yes,Yes,Yes,Yes,Yes,Office C - Small Town,Approved,
APP002076,Israel,Spain,Online,Work,23-10-2024,11-01-2025,Fall,No,Yes,18,2,2,5,No,3,55,M,Employed,Divorced,Yes,Yes,Yes,Yes,Yes,Office C - Small Town,Rejected,Previous Visa Rejections
APP002077,Russia,Italy,Online,Work,20-01-2024,27-03-2024,Winter,No,Yes,10,6,0,2,No,0,70,F,Unemployed,Married,Yes,Yes,Yes,Yes,No,Office D - Capital,Rejected,No Proof of Employment
APP002078,Syria,Netherlands,Online,Work,29-10-2024,17-12-2024,Fall,No,No,42,4,0,2,No,1,34,M,Student,Married,Yes,Yes,No,Yes,No,Office E - Border,Rejected,Previous Visa Rejections
APP002079,Kuwait,Slovakia,Online,Student,27-09-2023,25-11-2023,Fall,No,Yes,2,0,1,0,No,0,44,F,Student,Single,Yes,Yes,No,Yes,Yes,Office E - Border,Approved,
APP002080,Tunisia,Hungary,Mail,Student,24-07-2023,18-09-2023,Summer,No,Yes,6,3,0,2,No,0,16,F,Employed,Married,Yes,No,Yes,Yes,No,Office E - Border,Rejected,Insufficient Supporting Documents
APP002081,Peru,Italy,Online,Business,02-04-2024,16-05-2024,Spring,No,No,26,9,4,0,No,1,42,M,Student,Widowed,Yes,Yes,Yes,Yes,No,Office A - Metro,Approved,
APP002082,North Macedonia,Spain,Online,Student,31-05-2023,18-07-2023,Spring,No,Yes,21,6,1,1,No,0,48,M,Employed,Divorced,Yes,No,No,Yes,Yes,Office E - Border,Approved,
APP002083,Russia,Netherlands,Online,Student,31-03-2024,29-05-2024,Spring,No,Yes,19,5,4,2,No,0,28,F,Employed,Single,Yes,No,Yes,Yes,No,Office D - Capital,Approved,
APP002084,Ukraine,France,Online,Work,01-09-2023,09-12-2023,Fall,No,Yes,7,6,1,0,No,0,55,F,Employed,Married,Yes,Yes,Yes,Yes,No,Office D - Capital,Approved,
APP002085,Russia,Denmark,In-Person,Tourist,01-01-2024,16-02-2024,Winter,No,Yes,4,2,2,0,No,2,56,F,Employed,Married,Yes,Yes,Yes,Yes,No,Office C - Small Town,Rejected,Previous Visa Rejections
APP002086,Kenya,Canada,Online,Tourist,06-03-2023,05-04-2023,Spring,No,Yes,15,3,2,0,No,0,39,M,Student,Single,Yes,Yes,No,Yes,No,Office A - Metro,Approved,
APP002087,Serbia,Norway,Online,Tourist,29-12-2024,28-01-2025,Winter,No,Yes,3,2,0,0,No,0,23,M,Employed,Single,Yes,Yes,No,Yes,No,Office D - Capital,Approved,
APP002088,Dominican Republic,USA,In-Person,Tourist,03-05-2023,06-07-2023,Spring,No,Yes,0,0,0,0,No,1,35,M,Unemployed,Married,No,No,Yes,Yes,No,Office D - Capital,Rejected,Incomplete Documentation
APP002089,Ethiopia,Lithuania,Mail,Business,30-05-2024,22-06-2024,Spring,No,No,26,3,1,5,No,0,21,F,Student,Married,Yes,Yes,No,Yes,No,Office F - Consulate,Approved,
APP002090,China,Switzerland,Online,Family,11-07-2024,27-04-2025,Summer,Yes,Yes,4,0,0,1,No,0,60,M,Employed,Single,Yes,Yes,Yes,Yes,No,Office D - Capital,Rejected,Missing Sponsorship Letter
APP002091,Kenya,Belgium,Online,Student,17-03-2024,14-06-2024,Spring,No,Yes,18,4,0,1,No,0,41,F,Student,Single,No,Yes,Yes,Yes,Yes,Office E - Border,Approved,
APP002092,Brazil,Hungary,Online,Work,11-07-2024,06-10-2024,Summer,No,No,4,2,0,0,No,1,27,F,Unemployed,Single,Yes,Yes,Yes,Yes,No,Office A - Metro,Rejected,No Proof of Employment
APP002093,Azerbaijan,Italy,Online,Student,22-02-2024,15-04-2024,Winter,No,Yes,12,6,0,0,No,0,59,M,Student,Single,No,Yes,No,Yes,Yes,Office C - Small Town,Approved,
APP002094,Albania,Sweden,Mail,Tourist,18-08-2024,23-10-2024,Summer,No,Yes,15,3,0,1,No,1,23,F,Employed,Single,No,Yes,No,No,No,Office F - Consulate,Rejected,Incomplete Documentation
APP002095,Russia,UK,Online,Business,06-02-2023,13-03-2023,Winter,No,Yes,0,0,0,0,No,0,67,F,Student,Married,Yes,Yes,No,Yes,No,Office F - Consulate,Approved,
APP002096,Mexico,Spain,Online,Business,11-12-2024,15-01-2025,Winter,No,Yes,3,0,1,1,No,0,57,M,Employed,Single,Yes,Yes,No,Yes,No,Office D - Capital,Approved,
APP002097,Albania,Lithuania,In-Person,Business,27-02-2023,30-03-2023,Winter,No,Yes,13,4,0,1,No,0,27,F,Student,Married,Yes,Yes,No,Yes,No,Office A - Metro,Approved,
APP002098,Palestine,Germany,In-Person,Work,16-10-2024,14-01-2025,Fall,No,Yes,5,2,0,1,No,0,61,F,Retired,Married,Yes,Yes,Yes,Yes,No,Office C - Small Town,Approved,
APP002099,Kuwait,USA,In-Person,Business,07-11-2024,14-12-2024,Fall,No,Yes,2,0,0,0,No,0,27,M,Employed,Married,Yes,Yes,Yes,Yes,No,Office F - Consulate,Approved,
APP002100,Azerbaijan,Germany,Online,Tourist,20-06-2024,19-08-2024,Summer,No,Yes,1,0,0,0,No,0,22,M,Student,Married,Yes,No,Yes,Yes,No,Office E - Border,Approved,
APP002101,India,Czech Republic,Online,Tourist,14-10-2023,08-11-2023,Fall,No,Yes,9,5,0,0,No,0,65,F,Retired,Divorced,Yes,Yes,No,Yes,No,Office F - Consulate,Approved,
APP002102,India,USA,In-Person,Business,04-11-2024,05-01-2025,Fall,No,Yes,15,5,1,1,No,0,50,F,Employed,Married,Yes,Yes,Yes,Yes,No,Office B - Regional,Approved,
APP002103,Afghanistan,Bulgaria,Mail,Tourist,23-09-2023,26-10-2023,Fall,No,Yes,9,1,2,1,No,0,33,M,Self-Employed,Single,Yes,No,No,Yes,No,Office D - Capital,Rejected,Insufficient Supporting Documents
APP002104,Israel,Germany,In-Person,Tourist,30-10-2023,21-11-2023,Fall,No,Yes,8,7,0,3,No,0,61,F,Retired,Married,Yes,No,No,Yes,No,Office F - Consulate,Rejected,Insufficient Supporting Documents
APP002105,Morocco,UK,In-Person,Business,20-11-2024,20-12-2024,Fall,No,Yes,7,7,3,0,No,0,51,F,Employed,Single,Yes,Yes,No,Yes,No,Office D - Capital,Approved,
APP002106,Turkey,Austria,Online,Business,27-06-2024,05-08-2024,Summer,No,Yes,23,4,2,0,No,0,69,M,Self-Employed,Divorced,Yes,Yes,Yes,Yes,No,Office A - Metro,Approved,
APP002107,Qatar,New Zealand,In-Person,Family,11-09-2024,24-06-2026,Fall,No,Yes,13,4,0,2,No,0,69,F,Employed,Married,No,Yes,Yes,Yes,Yes,Office F - Consulate,Rejected,Incomplete Documentation
APP002108,Moldova,Denmark,Online,Student,12-08-2024,15-09-2024,Summer,No,Yes,2,1,0,0,No,0,31,M,Student,Married,Yes,No,No,Yes,Yes,Office F - Consulate,Approved,
APP002109,Albania,Spain,Online,Tourist,18-05-2024,09-06-2024,Spring,No,Yes,1,0,0,0,No,0,68,M,Employed,Single,Yes,Yes,No,Yes,Yes,Office D - Capital,Approved,
APP002110,South Korea,Lithuania,In-Person,Tourist,01-08-2023,02-09-2023,Summer,No,Yes,15,2,2,4,No,0,39,M,Student,Married,Yes,Yes,No,Yes,No,Office F - Consulate,Approved,
APP002111,Kenya,Switzerland,Online,Tourist,25-01-2023,28-02-2023,Winter,No,Yes,18,7,1,2,No,0,37,F,Student,Divorced,Yes,Yes,No,Yes,No,Office A - Metro,Approved,
APP002112,UAE,Saudi Arabia,Online,Tourist,11-12-2024,08-01-2025,Winter,No,Yes,0,0,0,0,No,0,49,M,Self-Employed,Single,Yes,Yes,No,No,No,Office C - Small Town,Approved,
APP002113,Afghanistan,Austria,Online,Family,25-04-2023,26-09-2024,Spring,No,Yes,10,2,1,1,No,0,38,M,Unemployed,Married,Yes,Yes,Yes,Yes,Yes,Office B - Regional,Approved,
APP002114,Ecuador,Estonia,Online,Family,07-08-2023,04-12-2024,Summer,No,Yes,2,2,0,1,No,4,36,M,Student,Single,Yes,Yes,Yes,Yes,Yes,Office B - Regional,Rejected,Previous Visa Rejections
APP002115,Cameroon,Canada,Online,Tourist,19-08-2024,13-10-2024,Summer,No,Yes,12,3,0,1,No,0,22,F,Employed,Single,No,Yes,No,Yes,No,Office A - Metro,Rejected,Incomplete Documentation
APP002116,Georgia,Italy,Mail,Tourist,13-12-2023,03-02-2024,Winter,No,Yes,2,0,2,0,No,2,68,F,Employed,Married,No,Yes,Yes,Yes,Yes,Office A - Metro,Rejected,Incomplete Documentation
APP002117,Argentina,Bulgaria,Online,Tourist,27-02-2024,31-03-2024,Winter,No,No,5,1,0,1,No,0,10,M,Employed,Married,Yes,Yes,Yes,Yes,Yes,Office B - Regional,Approved,
APP002118,Jordan,Singapore,In-Person,Tourist,25-06-2024,12-08-2024,Summer,No,Yes,0,0,0,0,No,0,22,M,Employed,Married,Yes,No,No,Yes,No,Office D - Capital,Approved,
APP002119,Somalia,Spain,Online,Tourist,26-09-2024,22-10-2024,Fall,No,Yes,15,6,0,2,No,0,75,M,Student,Married,Yes,Yes,No,No,No,Office A - Metro,Approved,
APP002120,Nigeria,Qatar,Online,Business,12-11-2023,17-12-2023,Fall,No,Yes,46,10,0,0,No,1,29,F,Student,Divorced,Yes,Yes,Yes,Yes,No,Office E - Border,Approved,
APP002121,Oman,South Korea,Online,Tourist,18-01-2024,14-02-2024,Winter,No,Yes,10,8,1,0,No,0,53,M,Retired,Single,Yes,Yes,No,Yes,Yes,Office E - Border,Approved,
APP002122,Brazil,Bulgaria,In-Person,Student,29-05-2024,30-07-2024,Spring,No,Yes,31,6,3,2,No,0,53,F,Employed,Married,Yes,Yes,Yes,Yes,Yes,Office D - Capital,Approved,
APP002123,Morocco,Spain,Online,Work,24-04-2024,26-08-2024,Spring,No,Yes,45,8,0,1,No,0,40,F,Employed,Married,No,Yes,No,Yes,No,Office A - Metro,Rejected,Incomplete Documentation
APP002124,Japan,Spain,Online,Family,24-12-2024,07-03-2026,Winter,No,Yes,15,3,0,0,No,0,49,F,Self-Employed,Single,No,Yes,No,No,No,Office F - Consulate,Rejected,Incomplete Documentation
APP002125,Uzbekistan,Spain,Online,Family,18-07-2024,19-08-2025,Summer,No,Yes,18,3,2,2,No,0,78,F,Student,Single,Yes,Yes,No,No,No,Office E - Border,Rejected,Insufficient Financial Proof
APP002126,Tunisia,Lithuania,Online,Work,13-04-2024,04-07-2024,Spring,No,Yes,28,2,4,6,No,0,62,F,Student,Single,Yes,Yes,Yes,Yes,No,Office C - Small Town,Approved,
APP002127,Cuba,Spain,In-Person,Business,14-01-2023,22-02-2023,Winter,No,Yes,16,3,3,2,No,0,48,M,Unemployed,Single,No,Yes,No,Yes,No,Office C - Small Town,Rejected,Incomplete Documentation
APP002128,Morocco,South Korea,Mail,Tourist,10-07-2023,22-08-2023,Summer,No,Yes,15,4,0,1,No,1,22,F,Employed,Divorced,Yes,No,Yes,No,No,Office B - Regional,Approved,
APP002129,Algeria,Spain,Online,Tourist,13-10-2023,27-11-2023,Fall,No,Yes,1,0,0,0,No,2,20,M,Employed,Widowed,Yes,No,Yes,Yes,No,Office E - Border,Approved,
APP002130,Turkey,Sweden,Online,Business,10-03-2023,08-04-2023,Spring,No,Yes,0,0,0,0,No,1,23,F,Unemployed,Single,Yes,No,Yes,No,No,Office D - Capital,Rejected,Insufficient Financial Proof
APP002131,Brazil,Singapore,In-Person,Work,10-02-2023,17-04-2023,Winter,No,Yes,40,10,0,1,No,0,22,M,Unemployed,Widowed,Yes,Yes,No,No,No,Office A - Metro,Approved,
APP002132,Brazil,France,Online,Business,31-12-2024,06-02-2025,Winter,No,Yes,3,0,1,1,No,1,27,F,Employed,Widowed,Yes,Yes,Yes,No,No,Office A - Metro,Rejected,Insufficient Financial Proof
APP002133,Brazil,Japan,Online,Family,28-03-2024,05-01-2025,Spring,No,Yes,7,1,2,0,No,0,21,F,Employed,Single,Yes,No,No,No,No,Office C - Small Town,Rejected,Insufficient Financial Proof
APP002134,Ghana,South Korea,In-Person,Business,20-05-2023,23-06-2023,Spring,No,Yes,27,7,7,1,No,0,66,F,Student,Married,Yes,Yes,No,Yes,No,Office E - Border,Approved,
APP002135,Ivory Coast,Switzerland,Online,Family,23-06-2023,31-05-2024,Summer,No,No,16,3,0,3,No,0,57,F,Employed,Married,Yes,Yes,Yes,No,Yes,Office E - Border,Rejected,Insufficient Financial Proof
APP002136,India,Lithuania,In-Person,Business,11-12-2023,16-01-2024,Winter,No,Yes,2,2,0,0,No,2,20,M,Self-Employed,Single,Yes,Yes,Yes,Yes,No,Office D - Capital,Approved,
APP002137,Nepal,Canada,Online,Work,03-06-2023,12-08-2023,Summer,No,Yes,6,5,1,2,No,0,79,M,Student,Widowed,Yes,No,Yes,Yes,No,Office E - Border,Approved,
APP002138,Turkey,Croatia,In-Person,Business,20-12-2024,11-01-2025,Winter,No,Yes,46,4,1,3,No,0,55,F,Employed,Married,Yes,No,No,Yes,No,Office D - Capital,Approved,
APP002139,Serbia,USA,In-Person,Business,10-09-2024,14-10-2024,Fall,No,Yes,4,2,2,0,No,0,65,M,Unemployed,Single,Yes,Yes,Yes,Yes,No,Office D - Capital,Approved,
APP002140,Kazakhstan,Spain,In-Person,Student,08-09-2024,17-11-2024,Fall,No,No,14,3,0,0,No,2,41,F,Self-Employed,Single,Yes,Yes,Yes,Yes,Yes,Office A - Metro,Approved,
APP002141,Oman,Switzerland,In-Person,Tourist,26-08-2023,05-10-2023,Summer,No,Yes,19,2,2,1,No,0,37,M,Employed,Married,Yes,Yes,Yes,Yes,No,Office C - Small Town,Approved,
APP002142,Morocco,USA,In-Person,Student,31-07-2024,16-09-2024,Summer,No,No,1,0,0,0,No,0,51,M,Retired,Married,Yes,Yes,Yes,Yes,Yes,Office B - Regional,Rejected,Poor Travel History
APP002143,Japan,Belgium,In-Person,Tourist,18-07-2023,06-09-2023,Summer,No,Yes,3,1,2,0,No,4,73,F,Student,Widowed,Yes,No,Yes,Yes,No,Office B - Regional,Rejected,Previous Visa Rejections
APP002144,Bosnia,France,Online,Business,06-07-2024,12-08-2024,Summer,No,Yes,9,1,3,1,No,0,35,F,Unemployed,Single,Yes,Yes,Yes,Yes,Yes,Office B - Regional,Rejected,No Proof of Employment
APP002145,Indonesia,Saudi Arabia,In-Person,Work,08-04-2023,26-06-2023,Spring,No,Yes,7,4,1,0,No,1,44,M,Student,Married,Yes,Yes,Yes,Yes,No,Office A - Metro,Approved,
APP002146,Armenia,Netherlands,Online,Tourist,24-04-2023,26-05-2023,Spring,No,Yes,2,2,0,0,No,0,46,F,Student,Single,Yes,No,No,No,No,Office A - Metro,Rejected,Insufficient Financial Proof
APP002147,Azerbaijan,Norway,Online,Tourist,30-09-2023,01-11-2023,Fall,No,Yes,8,2,2,1,No,1,59,M,Self-Employed,Single,Yes,Yes,Yes,Yes,No,Office A - Metro,Rejected,Previous Visa Rejections
APP002148,Venezuela,Germany,Online,Work,24-09-2023,02-01-2024,Fall,No,Yes,37,4,5,2,No,0,57,M,Employed,Married,Yes,Yes,Yes,Yes,No,Office A - Metro,Approved,
APP002149,India,Denmark,Online,Student,08-02-2024,27-03-2024,Winter,No,Yes,12,3,1,2,No,0,42,M,Student,Married,Yes,Yes,No,No,Yes,Office F - Consulate,Approved,
APP002150,Ivory Coast,New Zealand,In-Person,Tourist,11-08-2024,07-10-2024,Summer,No,Yes,16,3,3,2,No,2,79,F,Employed,Married,Yes,No,Yes,Yes,No,Office E - Border,Approved,
APP002151,Turkey,USA,In-Person,Business,17-03-2023,30-04-2023,Spring,No,Yes,5,1,0,0,No,0,28,M,Employed,Divorced,Yes,Yes,Yes,Yes,No,Office E - Border,Approved,
APP002152,Russia,Qatar,Online,Tourist,13-05-2023,29-05-2023,Spring,Yes,Yes,26,10,5,3,No,0,78,M,Employed,Single,Yes,Yes,No,Yes,No,Office A - Metro,Approved,
APP002153,India,France,In-Person,Business,04-11-2024,19-12-2024,Fall,No,Yes,0,0,0,0,No,0,62,F,Student,Married,Yes,No,Yes,Yes,No,Office C - Small Town,Rejected,Insufficient Supporting Documents
APP002154,Chile,Australia,Online,Business,28-07-2023,26-08-2023,Summer,No,Yes,11,8,3,2,No,0,51,M,Employed,Single,Yes,Yes,Yes,Yes,No,Office D - Capital,Approved,
APP002155,Bangladesh,Hungary,Online,Business,07-04-2024,08-06-2024,Spring,No,Yes,40,6,1,1,No,1,17,M,Employed,Married,No,Yes,Yes,Yes,No,Office A - Metro,Rejected,Incomplete Documentation
APP002156,Russia,Canada,Online,Business,07-09-2023,30-09-2023,Fall,Yes,Yes,5,0,2,2,No,4,35,F,Student,Single,Yes,No,Yes,Yes,No,Office A - Metro,Rejected,Previous Visa Rejections
APP002157,Turkey,Germany,Online,Student,10-05-2023,15-07-2023,Spring,No,Yes,3,1,0,1,No,0,72,F,Self-Employed,Single,No,Yes,No,Yes,Yes,Office C - Small Town,Rejected,Incomplete Documentation
APP002158,Turkey,Spain,Mail,Work,26-05-2024,28-07-2024,Spring,No,Yes,9,3,2,0,No,0,42,M,Employed,Married,Yes,Yes,No,Yes,Yes,Office E - Border,Approved,
APP002159,India,Cyprus,Online,Tourist,12-10-2024,08-11-2024,Fall,No,No,31,6,3,3,No,0,26,M,Employed,Married,Yes,Yes,No,Yes,No,Office E - Border,Approved,
APP002160,Malaysia,Bulgaria,In-Person,Tourist,09-05-2023,11-06-2023,Spring,No,Yes,22,8,1,7,No,0,31,F,Employed,Married,Yes,No,No,Yes,No,Office B - Regional,Approved,
APP002161,Nigeria,Spain,Online,Business,09-08-2023,04-09-2023,Summer,No,Yes,6,6,3,0,No,0,52,M,Employed,Divorced,Yes,No,No,Yes,No,Office B - Regional,Rejected,Insufficient Supporting Documents
APP002162,Russia,UK,Online,Tourist,04-02-2023,06-03-2023,Winter,No,Yes,6,3,0,1,No,0,19,F,Student,Single,Yes,No,No,Yes,No,Office D - Capital,Approved,
APP002163,Lebanon,Hungary,Online,Business,09-08-2023,01-09-2023,Summer,No,Yes,10,5,0,2,No,0,24,M,Employed,Divorced,Yes,Yes,No,Yes,Yes,Office A - Metro,Approved,
APP002164,Pakistan,Qatar,Online,Tourist,23-09-2023,24-10-2023,Fall,No,Yes,49,7,1,1,No,1,15,F,Employed,Single,Yes,No,Yes,No,Yes,Office D - Capital,Rejected,Insufficient Financial Proof
APP002165,Ethiopia,UK,Online,Work,01-12-2024,06-03-2025,Winter,No,Yes,12,4,0,1,No,1,39,F,Unemployed,Married,Yes,No,Yes,Yes,No,Office D - Capital,Rejected,Insufficient Supporting Documents
APP002166,South Africa,USA,In-Person,Tourist,24-04-2023,24-05-2023,Spring,No,Yes,11,3,0,0,No,0,48,F,Employed,Married,Yes,Yes,Yes,Yes,No,Office E - Border,Approved,
APP002167,Jordan,Canada,Online,Work,14-05-2023,17-08-2023,Spring,No,Yes,19,6,3,2,No,1,53,F,Student,Single,Yes,Yes,Yes,No,No,Office E - Border,Rejected,Insufficient Financial Proof
APP002168,Albania,USA,In-Person,Student,19-11-2024,14-03-2025,Fall,No,Yes,2,1,0,2,No,0,44,M,Employed,Widowed,No,Yes,Yes,Yes,Yes,Office C - Small Town,Rejected,Incomplete Documentation
APP002169,Peru,Saudi Arabia,In-Person,Student,27-12-2024,27-02-2025,Winter,No,Yes,7,5,1,1,No,3,18,F,Employed,Divorced,Yes,Yes,Yes,Yes,Yes,Office B - Regional,Approved,
APP002170,Cameroon,Slovenia,In-Person,Tourist,17-10-2024,17-11-2024,Fall,No,Yes,17,4,0,1,No,0,22,M,Employed,Single,Yes,Yes,No,Yes,No,Office C - Small Town,Approved,
APP002171,Serbia,Malta,Online,Work,18-11-2023,16-02-2024,Fall,No,Yes,30,5,2,1,No,0,30,F,Self-Employed,Divorced,Yes,No,Yes,Yes,No,Office E - Border,Approved,
APP002172,South Africa,Germany,Online,Business,05-07-2024,02-08-2024,Summer,No,Yes,3,0,1,0,No,0,78,F,Employed,Single,Yes,Yes,No,Yes,No,Office F - Consulate,Approved,
APP002173,Russia,Germany,Online,Tourist,03-10-2023,14-11-2023,Fall,No,Yes,18,4,0,0,No,0,65,F,Employed,Married,Yes,No,No,Yes,No,Office F - Consulate,Rejected,Insufficient Supporting Documents
APP002174,Ukraine,Spain,Online,Business,25-06-2024,25-07-2024,Summer,No,Yes,1,1,0,0,No,0,32,M,Employed,Married,Yes,Yes,No,Yes,No,Office B - Regional,Approved,
APP002175,Russia,Australia,Online,Business,07-08-2023,26-08-2023,Summer,Yes,Yes,27,5,2,2,No,0,55,F,Employed,Married,Yes,Yes,No,Yes,No,Office D - Capital,Approved,
APP002176,Turkey,Poland,In-Person,Business,08-11-2023,05-12-2023,Fall,No,Yes,0,0,0,0,No,0,42,F,Unemployed,Single,Yes,Yes,No,Yes,No,Office C - Small Town,Rejected,No Proof of Employment
APP002177,Belarus,UK,Online,Business,08-10-2023,06-11-2023,Fall,No,Yes,0,0,0,0,No,0,19,M,Retired,Married,Yes,Yes,No,Yes,No,Office E - Border,Approved,
APP002178,India,UK,Mail,Tourist,23-11-2023,05-02-2024,Fall,No,Yes,4,1,0,0,No,3,49,M,Employed,Married,No,Yes,Yes,Yes,No,Office F - Consulate,Rejected,Incomplete Documentation
APP002179,Sri Lanka,UK,Online,Tourist,26-01-2024,18-03-2024,Winter,No,Yes,8,3,2,2,No,3,25,M,Employed,Single,No,Yes,Yes,Yes,Yes,Office F - Consulate,Rejected,Incomplete Documentation
APP002180,Afghanistan,Spain,Online,Student,09-04-2023,29-05-2023,Spring,No,Yes,16,2,1,3,No,2,44,M,Self-Employed,Married,Yes,Yes,Yes,Yes,Yes,Office C - Small Town,Approved,
APP002181,Cameroon,UK,Mail,Student,01-01-2024,06-03-2024,Winter,No,Yes,1,1,0,0,No,0,27,M,Self-Employed,Single,Yes,Yes,Yes,Yes,Yes,Office A - Metro,Approved,
APP002182,Ghana,Lithuania,In-Person,Tourist,05-11-2023,16-12-2023,Fall,No,Yes,19,4,2,1,No,1,24,F,Employed,Widowed,Yes,Yes,Yes,No,No,Office A - Metro,Approved,
APP002183,China,Australia,Online,Business,27-03-2024,11-05-2024,Spring,No,No,10,6,1,1,No,2,8,F,Student,Married,Yes,Yes,Yes,Yes,No,Office A - Metro,Rejected,Previous Visa Rejections
APP002184,Azerbaijan,Germany,Mail,Tourist,02-08-2024,18-09-2024,Summer,No,Yes,7,5,0,0,No,0,44,F,Employed,Married,Yes,Yes,No,No,Yes,Office F - Consulate,Rejected,Insufficient Financial Proof
APP002185,Tanzania,France,Online,Tourist,16-04-2023,11-05-2023,Spring,No,Yes,8,8,0,1,No,0,67,M,Employed,Single,Yes,Yes,No,Yes,No,Office F - Consulate,Approved,
APP002186,Palestine,Austria,In-Person,Work,01-02-2023,30-04-2023,Winter,No,Yes,7,1,2,1,No,5,42,M,Self-Employed,Married,Yes,Yes,Yes,Yes,No,Office F - Consulate,Rejected,Previous Visa Rejections
APP002187,Tanzania,Slovakia,In-Person,Tourist,15-10-2024,08-11-2024,Fall,No,Yes,7,4,1,1,No,0,31,M,Self-Employed,Single,Yes,Yes,No,Yes,Yes,Office F - Consulate,Approved,
APP002188,China,Latvia,In-Person,Student,21-03-2023,20-05-2023,Spring,No,Yes,19,6,0,1,No,1,38,F,Unemployed,Married,Yes,Yes,Yes,Yes,Yes,Office B - Regional,Approved,
APP002189,Morocco,Estonia,Online,Tourist,16-08-2024,21-09-2024,Summer,No,Yes,25,6,3,0,No,0,29,M,Employed,Single,Yes,Yes,No,Yes,No,Office F - Consulate,Approved,
APP002190,Albania,Germany,In-Person,Tourist,25-11-2023,08-01-2024,Fall,No,No,4,0,1,1,No,1,80,M,Employed,Married,Yes,No,Yes,Yes,No,Office B - Regional,Rejected,Insufficient Supporting Documents
APP002191,Qatar,Denmark,Online,Student,05-04-2023,05-06-2023,Spring,No,Yes,13,3,1,0,No,4,66,F,Employed,Married,Yes,Yes,Yes,Yes,No,Office F - Consulate,Rejected,Previous Visa Rejections
APP002192,Russia,Latvia,Online,Business,20-03-2024,19-05-2024,Spring,No,Yes,21,5,1,2,Yes,3,53,F,Employed,Single,No,Yes,Yes,Yes,Yes,Office B - Regional,Rejected,Previous Visa Overstay
APP002193,South Korea,Spain,Online,Student,20-11-2023,14-02-2024,Fall,No,Yes,3,0,1,0,No,0,78,M,Employed,Single,No,Yes,Yes,Yes,Yes,Office B - Regional,Rejected,Incomplete Documentation
APP002194,Malaysia,UK,Online,Work,15-01-2023,07-04-2023,Winter,No,Yes,26,7,1,1,No,1,39,F,Student,Single,Yes,No,Yes,Yes,No,Office C - Small Town,Rejected,Insufficient Supporting Documents
APP002195,Turkey,Italy,Online,Tourist,28-07-2023,03-09-2023,Summer,No,No,28,2,1,0,No,0,14,F,Self-Employed,Married,Yes,Yes,No,Yes,No,Office B - Regional,Approved,
APP002196,Albania,Germany,Mail,Student,31-12-2023,18-02-2024,Winter,No,No,15,7,1,1,No,0,63,M,Student,Married,No,No,No,No,Yes,Office D - Capital,Rejected,Incomplete Documentation
APP002197,Dominican Republic,Sweden,Online,Tourist,21-03-2023,25-04-2023,Spring,No,Yes,1,1,0,0,No,0,38,M,Employed,Married,Yes,Yes,No,Yes,No,Office F - Consulate,Approved,
APP002198,Turkey,Spain,Online,Tourist,13-12-2023,02-02-2024,Winter,No,Yes,18,6,1,1,No,2,59,F,Self-Employed,Single,No,Yes,Yes,Yes,No,Office A - Metro,Rejected,Incomplete Documentation
